Employee_ID;Salary;Department
3782;5066;6
13676;6768;4
26644;4945;7
25168;6151;6
12961;1829;3
1819;8798;1
22480;4085;1
11229;8893;1
16166;4931;6
27538;4004;2
10878;6481;6
29794;6995;7
10604;6158;2
23015;2398;6
13972;8024;7
26523;8027;3
26191;7915;5
3127;6575;2
10442;1045;6
15558;7672;5
28609;8157;6
14959;2264;7
3369;7199;2
7337;4355;2
20494;4263;1
27937;8134;3
17760;7690;5
12298;4412;6
12651;1067;6
19021;8294;5
107;4277;7
14142;7560;4
13212;6767;5
4228;1987;5
9792;1203;2
19599;8461;1
18724;6829;3
18330;7397;2
6379;8226;2
8604;6718;5
4490;8300;7
1461;1930;7
9276;2230;4
20196;7759;5
21402;1877;7
21346;6175;1
8115;8570;1
831;3021;6
19383;1245;5
13650;5998;4
16112;7839;2
2611;7054;3
5577;3204;1
7654;6426;5
21403;5320;2
17240;1748;5
20349;3680;2
19278;2847;3
14652;1199;1
10908;7185;6
19239;5746;2
16414;7313;7
24444;2327;3
29281;2034;4
18263;1822;1
8086;6482;3
25051;2312;5
5008;3934;4
26084;2310;2
29273;8831;3
7390;4469;4
23448;4899;7
20698;1748;3
9807;5173;2
18025;4611;4
965;3865;6
29234;4959;7
16641;7359;2
6028;5543;4
10392;4596;4
27897;2477;2
6775;8890;1
29879;3297;4
20366;1010;4
28154;8823;6
6800;2698;2
9471;3198;4
15339;6984;4
23690;6026;4
13630;4663;6
17720;6630;7
5205;4445;1
4463;2249;7
6395;4446;2
20481;1766;5
24248;5058;7
9984;1496;4
26456;2918;1
12017;5731;3
13307;4987;5
12922;2065;4
1517;1077;3
28977;7938;1
9164;5988;7
21802;4838;7
29726;6138;4
4270;6390;3
17090;4405;5
973;2506;5
7787;4048;4
17736;8513;6
19524;2482;4
694;3485;7
3261;3564;7
7694;1818;2
1429;7597;2
13477;7650;3
5872;6640;6
14528;7984;6
9250;8689;7
11616;5090;6
25378;8965;5
26228;7637;4
8727;8975;5
7212;3397;2
4156;6269;7
24137;6884;2
22574;1799;7
29408;4266;6
26461;1736;2
19226;2931;3
8050;1787;6
11857;6820;7
9226;6408;1
10347;4089;3
3655;4339;2
26965;7648;5
29728;7591;5
11210;8554;6
26430;7508;2
3057;5071;2
4579;6563;6
19619;4448;1
24319;4084;7
27402;8715;1
11327;7653;2
9529;2972;3
1467;3644;2
10406;7085;5
3607;5238;1
21539;6698;5
17826;5942;3
3349;7788;7
25346;1798;5
16700;4779;6
279;8187;4
29277;5667;5
3619;5832;3
15361;2096;3
6703;7833;7
12142;6892;2
25286;7589;7
6289;2740;1
24687;4044;6
7051;3358;5
27233;2753;4
10674;1109;2
22100;3384;6
18666;7701;7
11349;6714;4
27204;4609;6
26924;6814;5
4765;5821;3
5356;1514;5
9652;1347;7
27611;2882;5
14633;7992;5
22709;4324;6
4862;8025;5
22797;5528;6
8202;6959;7
22007;4408;3
1809;1365;2
5333;3209;4
21335;8793;6
17763;8574;6
20936;1849;7
361;6002;5
17706;1108;6
3052;5294;3
21726;6211;7
19223;1025;7
25669;4740;7
7141;8600;1
27180;5750;2
13927;4637;6
20531;6361;3
16103;6533;5
9974;8458;4
22622;8115;6
17956;6702;1
172;2913;3
2946;1923;1
25568;6588;5
19086;2847;4
5478;4375;5
18694;4864;4
26085;6543;2
17122;3062;5
26336;5386;1
19241;8958;2
7726;6266;2
10597;3192;4
3151;3195;1
28928;2546;7
19099;1802;6
20571;6484;1
21508;3419;1
6756;3475;1
10041;3091;6
11992;8953;3
27682;8724;5
23045;5607;5
18224;7643;3
14247;5201;7
5966;1086;1
27187;1729;4
15668;2845;1
11012;4383;2
9422;3108;3
27965;4484;3
24921;5349;1
16097;6415;4
22338;8730;3
5000;6140;2
9607;5388;7
16275;3564;4
1057;7422;1
16546;5489;5
13716;5814;5
14962;8649;3
4805;3854;5
5685;1251;3
19412;7681;1
8351;8895;5
13963;3555;3
28031;6172;3
23284;4166;1
5136;3000;5
7375;4554;5
23271;6515;5
19508;1356;2
3606;4713;5
24780;7012;2
1636;2767;4
10921;5990;2
4319;8079;4
20062;6830;2
4508;1029;3
4109;1834;2
23068;8897;1
19688;5940;7
28121;1899;7
3355;2454;4
10410;6171;1
2757;5144;1
22154;7429;5
3891;8619;5
19760;6960;1
14373;3676;2
1017;3871;2
66;3698;2
223;3065;3
184;2968;5
10540;8806;7
28388;1622;2
16578;4693;6
8433;6177;5
8330;7523;7
24644;1133;5
20482;4591;4
2941;3146;6
15255;8692;1
1679;2415;5
23460;1350;5
16339;6978;2
7145;7994;4
24468;4788;1
27247;7206;7
22171;6972;3
18039;8980;3
14716;8932;5
27924;4296;2
6052;5825;3
1484;8352;3
23842;4759;6
12682;6393;7
5041;5927;5
2396;4677;7
8372;4325;6
29476;3696;5
23603;1400;5
15833;5934;7
16041;1096;2
1672;3371;6
7349;8441;2
3236;8174;1
13211;1796;1
8979;3877;6
20042;1623;7
26863;5213;6
6233;7811;1
26594;3836;5
23621;2864;4
14508;2025;2
6246;4339;5
28786;3942;5
18381;7485;1
23157;7089;2
919;2487;6
4575;5480;2
27085;4634;7
16609;7701;5
16053;7398;6
20063;2007;1
14302;3741;4
12784;6887;3
712;1056;5
17564;3754;3
14772;2581;4
22032;8703;2
3578;5491;7
8678;5377;3
8573;6527;5
25955;6246;5
11426;8172;5
3567;6635;5
9216;7160;4
10497;7471;2
5294;4740;3
21012;4822;1
12764;5218;7
27759;1640;6
3273;7020;3
9650;7526;5
14550;8300;7
9578;2728;4
1541;6714;5
3183;6474;6
25116;1195;7
6122;5118;4
10894;3063;6
1367;1184;4
28773;4308;6
23292;1036;4
20884;8921;7
12923;8083;3
25127;5261;7
1010;8998;4
22872;6509;7
10657;2090;6
15066;6757;7
20172;2053;7
10297;3100;4
26263;3671;6
25566;8999;4
5445;1119;4
19938;6248;3
2041;1949;2
15215;6110;5
11312;7111;7
1659;5063;4
6614;5487;5
2370;6976;5
22873;2761;6
26105;3593;2
27156;8589;1
1773;5144;3
29800;8249;1
18165;3758;5
9268;2457;5
18184;8086;5
23039;4471;4
7860;5250;5
15909;5940;6
17422;5155;3
10164;6969;3
797;6689;4
19069;4958;1
25156;6336;1
29649;2339;2
123;5225;6
17006;2466;4
19852;5820;5
15630;6104;5
16141;7555;6
23544;3615;3
19215;2660;6
16058;2258;6
8058;4193;4
23874;7214;4
15544;2817;6
29521;8159;3
25976;5764;1
24269;1111;1
17241;3371;2
19366;5837;4
24390;5888;4
20096;4276;6
22253;2555;3
19017;6729;6
16766;4286;4
21806;8401;5
485;8343;5
1683;5850;1
2801;1942;3
4547;1905;5
1325;7886;5
15235;1684;4
22462;3491;7
29126;3735;4
476;3738;6
21447;1137;6
18035;2385;7
8932;2019;5
21006;5357;2
21974;6650;1
14949;1172;1
9986;2844;7
7087;7745;1
8821;2607;4
24122;5244;5
21948;7699;3
28110;2124;1
11472;1595;4
6974;5412;2
6180;3361;6
25883;4212;7
27414;4967;1
713;1694;3
20219;1916;4
1898;6835;2
3831;3555;2
14749;1013;7
17041;2453;1
25915;7047;3
488;6352;2
9586;8798;7
29135;1142;7
7683;8587;6
6396;1433;4
22900;1614;1
4276;6281;1
7243;3638;3
28458;8241;5
29762;2836;2
1908;2878;5
21195;1235;7
12612;5261;4
1573;3861;2
17838;2574;1
14953;6878;3
15482;1937;7
12826;8938;2
17500;5274;4
20972;2503;4
6755;4257;5
22517;5939;6
26808;4375;7
27066;5481;4
18220;1171;7
4900;4549;5
17748;4309;7
26988;7442;6
21240;1606;1
13970;6529;1
20825;4421;1
3838;6921;3
19811;3180;1
4041;4586;6
5291;2438;2
83;3648;6
7077;1312;5
13097;8336;4
14443;3429;1
20966;8635;3
18683;7560;1
10019;5947;2
28325;7492;7
29940;6660;6
7603;1906;5
8063;8997;2
2599;6572;4
6931;8473;2
5236;6638;7
21081;1506;4
6521;1543;3
18293;2376;1
21019;1041;2
9403;8747;4
27425;3876;1
2781;6679;5
27125;4538;7
27016;7020;1
25607;2432;7
24033;4915;6
21885;1292;1
14979;5567;4
6019;2615;5
29585;2414;2
11825;7856;1
21250;1134;6
11184;3465;3
10917;3447;7
24486;6877;3
29012;4358;4
21070;7301;4
24663;5979;3
18327;6268;2
13827;6302;4
23812;5756;6
19043;3995;3
13111;1744;4
3693;5690;3
21190;5162;7
29302;3545;6
16597;6730;7
18047;2704;5
16616;6108;2
8435;7324;1
5826;8679;1
28091;4310;1
1918;5571;5
12664;2325;3
21921;6501;5
5537;6069;1
28908;2340;2
22002;8062;3
3896;7572;6
6875;6861;5
23233;3744;5
2324;6031;7
23035;7612;2
12108;6803;3
13102;8129;1
22072;4432;1
19899;2296;5
10982;7842;3
18352;3182;3
5933;1914;3
27827;7313;5
20074;3677;5
1886;1162;4
27996;8414;4
26928;7639;7
18414;3545;7
25584;5150;7
23269;8251;4
18769;8700;5
8009;3187;6
5157;2120;6
10396;2612;1
19929;4983;3
8617;6471;4
3243;4009;6
12048;5517;2
14638;1947;7
21122;4118;2
11573;5688;5
15980;5795;1
1745;7267;3
26944;2776;6
10555;8005;3
5426;2533;3
29236;2038;6
4257;7463;4
7779;3745;2
11222;5032;4
13519;8285;2
3972;7417;1
12927;1886;1
12943;7229;7
27295;6467;3
5706;3384;2
5979;5981;3
6591;3363;2
23002;4804;4
20226;6060;7
7161;3803;5
19778;2618;2
29960;7754;3
28725;5101;4
12833;6327;2
1297;7478;7
5230;7059;3
1020;7017;5
12594;1863;6
21134;2266;3
27042;6168;7
15251;3388;4
22630;1859;4
7758;1153;1
5149;2540;4
352;5106;2
24060;5227;5
7158;8602;5
8049;5056;5
4012;3810;2
24362;8101;5
13829;1745;3
2351;7553;7
24487;2271;7
22427;5463;7
16001;2227;2
28616;3070;4
975;5680;6
25191;5470;2
28412;2215;1
15300;6368;1
3847;1545;2
29803;2011;5
9351;1926;4
18717;3854;1
15583;7265;2
4458;8186;6
25573;4939;2
18797;5876;1
14022;2543;6
17220;6509;5
25316;5813;5
28;1019;1
24917;6500;5
1614;7394;3
7633;1117;3
1411;4055;3
11161;3228;7
24783;8755;7
8577;5218;1
17352;1145;6
20024;3313;7
21307;5959;6
497;5167;2
3580;1353;1
3914;6462;5
17234;1065;2
24793;3764;1
17171;4827;5
16281;4738;5
20573;6719;3
27505;7751;1
15088;1847;3
7780;5870;3
14566;7202;2
11698;4270;7
3992;2567;1
20333;7374;2
26796;1462;2
16107;2606;3
25002;6359;3
2368;3998;5
4226;2868;6
19216;1045;6
5771;3632;4
17386;4969;2
9493;6735;5
1119;1299;7
26955;8838;6
24988;6260;5
28658;1848;7
2085;2218;1
22645;7179;2
13988;5926;5
19091;6596;6
29437;6779;4
27193;5860;5
2803;8786;2
8508;7202;5
17684;7910;3
24481;5144;1
3772;3768;6
606;3420;4
16094;4809;5
13050;6295;6
21124;4265;4
17323;6764;3
25327;1690;2
9824;6733;7
13329;2448;1
18053;4155;1
11249;5561;6
11430;7894;5
18823;2403;5
25503;5315;1
24076;6023;7
15613;4942;2
13897;8956;4
29319;1226;1
18390;6643;2
24166;8008;7
496;1019;6
1926;6859;7
14510;3731;3
26487;6596;5
18864;5845;3
22724;1808;7
21487;7847;7
17925;4847;2
26709;3165;1
6835;4230;5
27530;3054;1
27485;2106;1
20179;6875;1
6168;4726;4
4072;2217;5
8928;8793;6
12160;4791;4
13871;3308;5
10826;3766;6
9495;8319;7
3934;5671;4
13962;6143;6
27957;3281;7
25806;3946;3
18143;6042;2
19289;8101;6
19643;1820;7
27424;4870;2
26224;3097;7
29498;6073;7
15982;1743;4
1820;5465;5
11803;6909;3
16337;7912;3
7555;7304;3
15968;8139;2
29997;2280;3
10320;6555;7
3924;5646;4
13922;7953;2
23681;3758;6
27904;3378;1
9738;4048;4
14010;6875;5
1580;5378;2
2237;1035;7
21492;7165;7
23513;1991;7
14741;8403;7
14899;8650;7
5032;5298;1
11867;2722;5
23504;8876;1
27423;5326;6
23384;8212;1
14726;2325;5
29043;7244;2
20183;1930;5
3434;7848;2
11355;4216;2
549;8622;4
20937;4006;7
4062;8254;2
27901;8304;6
19631;5539;4
3991;2241;7
29602;8115;3
14594;6770;5
22176;7754;3
18412;6005;2
24378;3975;6
13176;6931;3
16541;1781;2
15459;7633;4
24377;3830;2
15692;3326;4
13313;8212;2
13928;3048;3
396;7434;7
24233;6681;4
8073;3291;1
29965;2568;3
11366;5339;1
23184;1938;2
10806;1350;4
8169;4914;2
19591;2674;5
16157;8838;3
4820;6852;5
19416;2226;4
1356;3565;3
12084;6596;3
19437;1671;3
8897;7654;2
24527;6291;7
12012;5902;4
19988;3056;5
8477;8214;6
26583;5407;7
26492;3040;4
21779;7815;6
20889;1968;6
24474;7028;2
4105;3997;3
27019;3765;3
13971;2794;2
16636;8959;5
8851;2442;4
12954;3319;1
5304;6655;7
458;1758;6
19586;5754;2
8419;3280;2
17702;5931;3
12636;8081;3
15752;3967;3
1440;2220;4
12654;5717;7
113;1079;6
6602;5651;1
25120;7183;6
29567;4546;2
4247;2835;3
7328;2378;4
13402;5743;3
12452;1294;2
16407;6937;5
17866;3525;1
23417;3037;5
24971;2904;2
6476;8821;7
946;7920;7
11641;5267;4
7078;2161;2
11784;2175;1
3279;6325;5
27692;7432;1
9501;1256;3
22356;3768;4
12338;6805;5
13026;7572;2
27709;5259;1
20901;5288;3
20334;2274;5
17159;1301;7
1420;3826;6
18267;4371;3
6085;8271;4
14376;3178;6
25266;4528;1
22573;7435;3
15468;3572;2
7832;4639;6
25799;3063;4
16206;2820;2
27566;1549;5
18015;3387;5
21896;6863;5
29961;2649;1
3000;3142;3
23713;1458;1
4260;4926;6
11577;5579;7
16530;8604;7
9425;3480;5
15600;5975;1
10848;8344;4
27492;2526;7
1396;3818;1
25967;4790;1
2284;5531;7
21536;7477;1
27462;7443;5
25077;2324;7
26371;8065;7
5488;2109;6
9686;8149;3
12037;4437;1
29527;7391;6
11438;6749;6
3627;8949;6
22655;6918;4
11843;2440;5
25610;2638;7
28755;2269;5
14304;2018;3
26435;1174;6
9421;8255;4
8602;8482;6
23246;6603;1
4135;6261;5
23099;1427;5
12522;7865;3
29001;4349;7
9764;6148;4
22584;8245;1
20339;5990;3
29224;3633;2
6610;6602;3
11923;4780;3
9397;1191;3
29044;4618;4
17320;8948;4
20604;3075;4
29710;2952;3
29320;5868;3
17073;6923;6
9104;3377;7
17995;2800;4
20753;2003;4
7388;4398;2
22445;4052;1
10907;7937;4
21112;8283;5
4870;1308;3
19316;1273;1
3789;2327;5
28080;7302;7
29874;1900;1
23060;1275;1
29076;7140;2
21017;6260;2
11303;5130;7
26205;7127;2
7912;4541;1
21038;6535;3
13678;8880;5
11687;7978;6
9976;8374;7
24934;6986;6
26919;5611;3
27224;7979;4
5556;5483;7
15048;1745;4
28206;4772;1
14906;3350;5
8705;2966;6
5808;7770;1
24764;2905;6
17942;2538;1
7852;5663;4
13596;3937;7
11042;6981;1
18878;3084;1
27189;5077;1
17806;8178;1
17863;3346;6
15575;4106;2
22766;8464;6
22769;2592;1
9629;1292;6
28911;6551;7
23261;8113;4
25443;2111;4
24758;6180;4
24633;4090;2
9990;2289;4
29018;5353;6
6828;1784;1
28283;1113;1
16392;4809;5
27797;3676;6
11309;8007;4
13737;5890;3
8286;8305;3
4889;4764;5
9624;1153;4
24323;3020;5
21505;6214;6
4282;3435;3
19505;3286;7
9069;3446;2
23234;5951;1
10107;4227;7
837;2994;6
20148;2835;5
638;7800;5
4779;6000;6
8742;1697;7
12287;7137;1
3583;2793;3
13440;8556;5
26730;8354;3
23851;6705;7
3958;5834;2
9193;3571;6
27619;4029;3
21827;2858;7
16912;1015;7
9086;3543;7
16761;4033;5
26743;5132;1
3014;8337;1
22318;3309;4
6013;4597;5
14833;3901;7
24305;6777;4
13399;8882;1
8281;8879;5
904;6745;2
12904;3767;7
1726;3099;2
26147;5624;6
15956;6758;7
3348;1841;3
1288;7757;4
24590;6359;2
13981;2743;4
9386;7183;3
17242;1127;6
17692;5770;7
21958;8944;7
19403;4561;6
20882;4460;7
3681;3767;2
8717;6508;3
15675;8382;2
6836;3339;1
5364;3773;7
27090;4104;6
24808;5998;3
8931;6893;7
2461;4590;1
11120;5805;3
3512;7727;2
26481;2342;5
13051;8452;2
4321;1128;7
16450;5373;6
26763;5614;3
19227;1204;7
10923;7008;1
6606;4848;5
3682;7530;5
889;7815;6
11493;7244;3
17223;2558;6
26034;4695;5
20614;1958;4
21226;6772;2
11419;1858;2
5623;8411;2
14581;2808;5
15513;5171;3
24336;2415;7
29185;2677;3
20461;3191;3
21166;6239;4
21859;6818;1
11057;8734;1
3776;1973;2
8043;4077;6
301;4442;7
14393;8360;1
17106;7779;4
6377;3797;4
25210;6697;2
15090;1448;4
18627;2134;3
12572;8852;5
18112;3667;1
24520;8662;7
8535;4728;4
17278;5528;6
22479;5907;1
16642;3462;1
8214;4767;5
4452;8012;7
21113;3404;4
25956;7956;7
21907;3573;5
29045;3668;2
24310;2624;6
22875;2262;2
26559;3263;2
25193;8422;3
8325;3888;3
19698;6696;3
19358;2823;1
17565;2938;6
24970;6833;1
5353;3058;4
11181;3319;2
16401;2739;3
23652;2115;3
9047;5694;7
1763;8193;5
28292;2195;5
11013;6346;4
14088;2547;7
27681;5038;6
22847;3787;3
27077;1301;4
22202;4927;2
2504;6670;3
23588;8232;4
29254;3808;6
13719;2935;5
2081;2499;5
15726;5610;4
7298;5552;4
28004;6692;2
15313;4764;6
7241;1174;5
17641;8140;4
29635;2604;3
16191;4283;2
12009;8503;2
18865;3692;3
6837;5748;5
16640;7594;5
19275;1925;5
16437;6341;3
5040;6068;2
28013;3655;5
16232;1963;7
26343;4183;3
17759;7807;6
16771;4920;5
560;7299;4
21757;4440;6
6188;7542;2
27;3057;7
25028;8656;3
8965;1188;2
7192;5580;1
8097;5273;1
1602;1709;1
27716;4510;2
9172;3646;7
28602;7515;1
11969;2099;7
29594;6003;3
17049;1426;5
23998;7227;1
1841;4052;3
22669;1207;6
8612;4483;2
4558;6974;6
27452;1937;5
27522;1508;2
24078;3239;3
15699;3423;1
3823;2085;2
15254;2366;4
12230;2014;3
14980;7394;5
5988;7216;4
21996;3724;7
29778;4921;6
10625;1327;5
16572;5269;3
22057;7964;4
17401;2658;3
13376;8993;3
26092;3878;6
24899;1490;1
5890;3713;1
420;8811;6
6709;5761;6
20963;7189;3
26822;3176;7
21627;7340;4
16313;7960;6
9319;3031;1
9198;1751;4
13349;2207;6
19752;5173;3
21337;7526;4
21675;6797;6
29177;5572;5
24382;7807;3
14649;5546;3
22994;6826;7
16139;2102;7
22842;2901;3
20921;5477;4
20387;8641;3
20190;6106;5
23867;1302;5
18014;4180;3
9452;7398;3
5532;4564;2
6963;2857;6
26760;1174;6
13227;2233;4
15163;3654;5
15298;5608;3
17839;6543;2
28393;3926;7
15766;6488;6
23748;1412;1
18800;7905;7
25243;6304;4
4843;7014;1
19813;8141;5
1483;3788;5
14396;4885;1
13493;2847;3
1670;8002;2
18755;3652;7
14843;5553;1
27598;5349;4
10212;4711;7
22212;1977;2
28170;8864;2
1830;5957;3
23567;6971;4
19518;6830;7
6142;6855;3
26231;7410;4
23401;2394;2
23552;2074;6
9661;8452;6
27404;6562;4
15064;6692;2
15158;3987;1
23803;6468;6
18232;3400;7
3660;6980;3
8582;8158;5
13976;3583;3
13608;4953;2
24375;2599;1
13649;4894;6
6934;8932;7
11137;6600;4
10928;2197;1
16307;4558;3
3359;8018;1
25461;8660;3
17981;6201;4
19463;4454;1
23174;7386;3
3537;4421;1
8259;4174;1
11279;7321;1
7808;5165;4
18255;2589;3
9558;2892;5
19880;4629;5
22285;8498;4
13488;6580;7
9124;8527;2
7130;2024;1
21109;7087;7
3621;8647;7
15551;2534;4
16234;2110;7
7025;5094;5
1251;4776;2
10250;4342;5
2622;3558;3
16617;8257;1
17811;5883;4
21985;2657;4
12511;7034;7
25617;2542;7
15171;8150;5
18425;2521;5
28353;6473;6
11304;3546;2
6002;3822;1
24508;8580;1
14261;1100;7
3056;5230;7
2117;7048;7
8506;6144;4
6782;8014;4
4901;1781;6
9755;1616;3
13143;5726;6
14372;8776;1
8124;4912;1
14897;8558;4
25334;1369;5
1156;6513;5
10394;7460;2
15122;1377;4
5158;6740;7
26261;4719;5
23805;2997;7
9441;7034;6
4776;6996;4
13643;8226;2
6041;2238;2
29693;3386;5
14973;1126;3
24599;4769;7
4197;3950;1
16227;3276;3
27426;8912;5
19510;3418;2
803;7299;7
25650;1972;1
5219;4040;7
24804;5414;2
25337;4908;2
15256;1797;1
20640;1448;3
5544;8223;7
20297;1385;5
22186;4831;5
4198;4172;3
22969;4469;6
4847;6672;4
6496;4824;6
17908;7489;2
14027;4500;1
26700;7339;6
20353;1429;5
4670;7099;1
2634;4486;2
16153;5658;5
3893;6914;3
14748;3590;6
10167;1475;4
5035;5159;3
4426;7957;6
1761;1045;3
1096;2793;6
8647;8393;7
14338;5924;6
13931;6516;4
5419;6361;6
16995;4934;6
19040;4105;6
7304;1514;6
19037;4088;5
9610;7017;6
11637;8483;6
14530;6628;3
10047;2180;3
25714;5899;5
15181;6536;2
33;1756;7
10855;8818;4
17941;8098;4
8881;3019;1
28108;7864;1
16996;7713;1
29260;8955;6
13875;6426;4
6205;8144;5
24612;5042;4
23169;3230;3
7834;5664;3
12720;7782;2
3262;3709;2
25355;8925;1
2131;2617;5
27771;3776;2
12635;7436;1
21511;8947;1
14297;1623;2
28621;5027;7
4973;8851;2
23689;5211;6
20372;4611;6
10488;1096;3
15357;8676;5
8075;2615;2
28741;4031;4
9387;5678;6
15236;5370;2
15718;4621;6
25507;1761;3
20199;1973;2
17745;4830;1
1675;3682;1
17983;6370;5
21103;3965;7
13110;1487;7
19532;3366;2
14167;7311;1
7669;7193;1
24943;8930;4
12181;1748;6
13863;2665;6
12448;2608;5
4593;2992;7
17270;5547;2
6927;7414;5
14102;1426;7
15904;5729;3
16575;7936;6
29051;1878;5
8819;2146;3
95;1480;1
4944;6704;1
14895;5622;3
23918;2246;7
10056;7162;1
10159;8587;5
24736;6083;4
28213;8379;2
22199;3957;6
3321;5185;7
28763;6267;5
22001;4784;5
21821;4511;2
6959;8770;1
4500;1657;5
2943;3817;3
22937;3911;6
8846;2582;6
11639;2178;3
3926;7091;1
7029;1540;6
11059;6705;3
17532;8579;3
3061;7306;7
21007;2329;4
16400;4313;2
15670;2448;6
5138;5612;6
27909;8749;1
22730;4670;3
6665;7590;3
5627;7131;1
4680;1161;6
9999;4379;2
5501;6940;6
3771;8952;4
12288;5633;2
24221;4867;1
13724;3960;6
18720;1340;6
11305;5360;2
16398;5486;7
23150;7039;1
16032;5786;5
26484;4048;4
992;6675;7
20440;3535;6
20616;5344;7
22061;5554;6
10173;5953;5
26925;5798;1
29424;4338;6
28718;2833;4
11600;6200;6
4725;8002;2
26526;7474;5
3570;4450;4
11970;6704;3
8333;4564;1
24746;6605;1
17373;8746;5
16235;5232;2
24792;1035;3
11314;4491;4
17504;6231;5
2656;3857;1
258;2942;4
8257;1748;4
4196;4982;1
26844;8273;5
16126;7623;7
7042;4897;5
27171;7269;7
27970;7875;3
956;2534;1
10296;2271;7
7009;2730;6
22706;5855;6
15874;5105;5
24958;3193;7
